tenant,prefecture,municipality,keyword,hit_count,error,search_url,search_date
tomioka,群馬県,富岡市議会,蓄尿袋,-1,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://ssp.kaigiroku.net/tenant/t",https://ssp.kaigiroku.net/tenant/tomioka/MinuteSearch.html,2026-09-22
annaka,群馬県,安中市議会,ストーマ,2,,https://ssp.kaigiroku.net/tenant/annaka/MinuteSearch.html,2026-09-22
annaka,群馬県,安中市議会,オストメイト,21,,https://ssp.kaigiroku.net/tenant/annaka/MinuteSearch.html,2026-09-22
annaka,群馬県,安中市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/annaka/MinuteSearch.html,2026-09-22
annaka,群馬県,安中市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/annaka/MinuteSearch.html,2026-09-22
midori,群馬県,みどり市議会,ストーマ,4,,https://ssp.kaigiroku.net/tenant/midori/MinuteSearch.html,2026-09-22
midori,群馬県,みどり市議会,オストメイト,11,,https://ssp.kaigiroku.net/tenant/midori/MinuteSearch.html,2026-09-22
midori,群馬県,みどり市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/midori/MinuteSearch.html,2026-09-22
midori,群馬県,みどり市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/midori/MinuteSearch.html,2026-09-22
oizumi,群馬県,大泉町議会,ストーマ,0,,https://ssp.kaigiroku.net/tenant/oizumi/MinuteSearch.html,2026-09-22
oizumi,群馬県,大泉町議会,オストメイト,2,,https://ssp.kaigiroku.net/tenant/oizumi/MinuteSearch.html,2026-09-22
oizumi,群馬県,大泉町議会,蓄便袋,-1,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://ssp.kaigiroku.net/tenant/o",https://ssp.kaigiroku.net/tenant/oizumi/MinuteSearch.html,2026-09-22
oizumi,群馬県,大泉町議会,蓄尿袋,-1,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigating to ""https://ssp.kaigiroku.net/tenant/o",https://ssp.kaigiroku.net/tenant/oizumi/MinuteSearch.html,2026-09-22
prefsaitama,埼玉県,埼玉県議会,ストーマ,1,,https://ssp.kaigiroku.net/tenant/prefsaitama/MinuteSearch.html,2026-09-22
prefsaitama,埼玉県,埼玉県議会,オストメイト,13,,https://ssp.kaigiroku.net/tenant/prefsaitama/MinuteSearch.html,2026-09-22
prefsaitama,埼玉県,埼玉県議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/prefsaitama/MinuteSearch.html,2026-09-22
prefsaitama,埼玉県,埼玉県議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/prefsaitama/MinuteSearch.html,2026-09-22
saitama,埼玉県,さいたま市議会,ストーマ,17,,https://ssp.kaigiroku.net/tenant/saitama/MinuteSearch.html,2026-09-22
saitama,埼玉県,さいたま市議会,オストメイト,0,,https://ssp.kaigiroku.net/tenant/saitama/MinuteSearch.html,2026-09-22
saitama,埼玉県,さいたま市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/saitama/MinuteSearch.html,2026-09-22
saitama,埼玉県,さいたま市議会,蓄尿袋,4,,https://ssp.kaigiroku.net/tenant/saitama/MinuteSearch.html,2026-09-22
kumagaya,埼玉県,熊谷市議会,ストーマ,3,,https://ssp.kaigiroku.net/tenant/kumagaya/MinuteSearch.html,2026-09-22
kumagaya,埼玉県,熊谷市議会,オストメイト,32,,https://ssp.kaigiroku.net/tenant/kumagaya/MinuteSearch.html,2026-09-22
kumagaya,埼玉県,熊谷市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/kumagaya/MinuteSearch.html,2026-09-22
kumagaya,埼玉県,熊谷市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/kumagaya/MinuteSearch.html,2026-09-22
kawaguchi,埼玉県,川口市議会,ストーマ,13,,https://ssp.kaigiroku.net/tenant/kawaguchi/MinuteSearch.html,2026-09-22
kawaguchi,埼玉県,川口市議会,オストメイト,19,,https://ssp.kaigiroku.net/tenant/kawaguchi/MinuteSearch.html,2026-09-22
kawaguchi,埼玉県,川口市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/kawaguchi/MinuteSearch.html,2026-09-22
kawaguchi,埼玉県,川口市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/kawaguchi/MinuteSearch.html,2026-09-22
gyoda,埼玉県,行田市議会,ストーマ,1,,https://ssp.kaigiroku.net/tenant/gyoda/MinuteSearch.html,2026-09-22
gyoda,埼玉県,行田市議会,オストメイト,8,,https://ssp.kaigiroku.net/tenant/gyoda/MinuteSearch.html,2026-09-22
gyoda,埼玉県,行田市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/gyoda/MinuteSearch.html,2026-09-22
gyoda,埼玉県,行田市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/gyoda/MinuteSearch.html,2026-09-22
chichibu,埼玉県,秩父市議会,ストーマ,8,,https://ssp.kaigiroku.net/tenant/chichibu/MinuteSearch.html,2026-09-22
chichibu,埼玉県,秩父市議会,オストメイト,20,,https://ssp.kaigiroku.net/tenant/chichibu/MinuteSearch.html,2026-09-22
chichibu,埼玉県,秩父市議会,蓄便袋,3,,https://ssp.kaigiroku.net/tenant/chichibu/MinuteSearch.html,2026-09-22
chichibu,埼玉県,秩父市議会,蓄尿袋,2,,https://ssp.kaigiroku.net/tenant/chichibu/MinuteSearch.html,2026-09-22
hanno,埼玉県,飯能市議会,ストーマ,2,,https://ssp.kaigiroku.net/tenant/hanno/MinuteSearch.html,2026-09-22
hanno,埼玉県,飯能市議会,オストメイト,14,,https://ssp.kaigiroku.net/tenant/hanno/MinuteSearch.html,2026-09-22
hanno,埼玉県,飯能市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/hanno/MinuteSearch.html,2026-09-22
hanno,埼玉県,飯能市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/hanno/MinuteSearch.html,2026-09-22
kazo,埼玉県,加須市議会,ストーマ,9,,https://ssp.kaigiroku.net/tenant/kazo/MinuteSearch.html,2026-09-22
kazo,埼玉県,加須市議会,オストメイト,20,,https://ssp.kaigiroku.net/tenant/kazo/MinuteSearch.html,2026-09-22
kazo,埼玉県,加須市議会,蓄便袋,2,,https://ssp.kaigiroku.net/tenant/kazo/MinuteSearch.html,2026-09-22
kazo,埼玉県,加須市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/kazo/MinuteSearch.html,2026-09-22
honjo,埼玉県,本庄市議会,ストーマ,6,,https://ssp.kaigiroku.net/tenant/honjo/MinuteSearch.html,2026-09-22
honjo,埼玉県,本庄市議会,オストメイト,10,,https://ssp.kaigiroku.net/tenant/honjo/MinuteSearch.html,2026-09-22
honjo,埼玉県,本庄市議会,蓄便袋,2,,https://ssp.kaigiroku.net/tenant/honjo/MinuteSearch.html,2026-09-22
honjo,埼玉県,本庄市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/honjo/MinuteSearch.html,2026-09-22
higashimatsuyama,埼玉県,東松山市議会,ストーマ,0,,https://ssp.kaigiroku.net/tenant/higashimatsuyama/MinuteSearch.html,2026-09-22
higashimatsuyama,埼玉県,東松山市議会,オストメイト,3,,https://ssp.kaigiroku.net/tenant/higashimatsuyama/MinuteSearch.html,2026-09-22
higashimatsuyama,埼玉県,東松山市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/higashimatsuyama/MinuteSearch.html,2026-09-22
higashimatsuyama,埼玉県,東松山市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/higashimatsuyama/MinuteSearch.html,2026-09-22
hanyu,埼玉県,羽生市議会,ストーマ,0,,https://ssp.kaigiroku.net/tenant/hanyu/MinuteSearch.html,2026-09-22
hanyu,埼玉県,羽生市議会,オストメイト,2,,https://ssp.kaigiroku.net/tenant/hanyu/MinuteSearch.html,2026-09-22
hanyu,埼玉県,羽生市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/hanyu/MinuteSearch.html,2026-09-22
hanyu,埼玉県,羽生市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/hanyu/MinuteSearch.html,2026-09-22
kounosu,埼玉県,鴻巣市議会,ストーマ,8,,https://ssp.kaigiroku.net/tenant/kounosu/MinuteSearch.html,2026-09-22
kounosu,埼玉県,鴻巣市議会,オストメイト,33,,https://ssp.kaigiroku.net/tenant/kounosu/MinuteSearch.html,2026-09-22
kounosu,埼玉県,鴻巣市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/kounosu/MinuteSearch.html,2026-09-22
kounosu,埼玉県,鴻巣市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/kounosu/MinuteSearch.html,2026-09-22
fukaya,埼玉県,深谷市議会,ストーマ,19,,https://ssp.kaigiroku.net/tenant/fukaya/MinuteSearch.html,2026-09-22
fukaya,埼玉県,深谷市議会,オストメイト,12,,https://ssp.kaigiroku.net/tenant/fukaya/MinuteSearch.html,2026-09-22
fukaya,埼玉県,深谷市議会,蓄便袋,4,,https://ssp.kaigiroku.net/tenant/fukaya/MinuteSearch.html,2026-09-22
fukaya,埼玉県,深谷市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/fukaya/MinuteSearch.html,2026-09-22
ageo,埼玉県,上尾市議会,ストーマ,7,,https://ssp.kaigiroku.net/tenant/ageo/MinuteSearch.html,2026-09-22
ageo,埼玉県,上尾市議会,オストメイト,5,,https://ssp.kaigiroku.net/tenant/ageo/MinuteSearch.html,2026-09-22
ageo,埼玉県,上尾市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/ageo/MinuteSearch.html,2026-09-22
ageo,埼玉県,上尾市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/ageo/MinuteSearch.html,2026-09-22
koshigaya,埼玉県,越谷市議会,ストーマ,14,,https://ssp.kaigiroku.net/tenant/koshigaya/MinuteSearch.html,2026-09-22
koshigaya,埼玉県,越谷市議会,オストメイト,19,,https://ssp.kaigiroku.net/tenant/koshigaya/MinuteSearch.html,2026-09-22
koshigaya,埼玉県,越谷市議会,蓄便袋,3,,https://ssp.kaigiroku.net/tenant/koshigaya/MinuteSearch.html,2026-09-22
koshigaya,埼玉県,越谷市議会,蓄尿袋,3,,https://ssp.kaigiroku.net/tenant/koshigaya/MinuteSearch.html,2026-09-22
asaka,埼玉県,朝霞市議会,ストーマ,15,,https://ssp.kaigiroku.net/tenant/asaka/MinuteSearch.html,2026-09-22
asaka,埼玉県,朝霞市議会,オストメイト,43,,https://ssp.kaigiroku.net/tenant/asaka/MinuteSearch.html,2026-09-22
asaka,埼玉県,朝霞市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/asaka/MinuteSearch.html,2026-09-22
asaka,埼玉県,朝霞市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/asaka/MinuteSearch.html,2026-09-22
shiki,埼玉県,志木市議会,ストーマ,5,,https://ssp.kaigiroku.net/tenant/shiki/MinuteSearch.html,2026-09-22
shiki,埼玉県,志木市議会,オストメイト,19,,https://ssp.kaigiroku.net/tenant/shiki/MinuteSearch.html,2026-09-22
shiki,埼玉県,志木市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/shiki/MinuteSearch.html,2026-09-22
shiki,埼玉県,志木市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/shiki/MinuteSearch.html,2026-09-22
wako,埼玉県,和光市議会,ストーマ,5,,https://ssp.kaigiroku.net/tenant/wako/MinuteSearch.html,2026-09-22
wako,埼玉県,和光市議会,オストメイト,22,,https://ssp.kaigiroku.net/tenant/wako/MinuteSearch.html,2026-09-22
wako,埼玉県,和光市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/wako/MinuteSearch.html,2026-09-22
wako,埼玉県,和光市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/wako/MinuteSearch.html,2026-09-22
okegawa,埼玉県,桶川市議会,ストーマ,9,,https://ssp.kaigiroku.net/tenant/okegawa/MinuteSearch.html,2026-09-22
okegawa,埼玉県,桶川市議会,オストメイト,37,,https://ssp.kaigiroku.net/tenant/okegawa/MinuteSearch.html,2026-09-22
okegawa,埼玉県,桶川市議会,蓄便袋,2,,https://ssp.kaigiroku.net/tenant/okegawa/MinuteSearch.html,2026-09-22
okegawa,埼玉県,桶川市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/okegawa/MinuteSearch.html,2026-09-22
kuki,埼玉県,久喜市議会,ストーマ,9,,https://ssp.kaigiroku.net/tenant/kuki/MinuteSearch.html,2026-09-22
kuki,埼玉県,久喜市議会,オストメイト,54,,https://ssp.kaigiroku.net/tenant/kuki/MinuteSearch.html,2026-09-22
kuki,埼玉県,久喜市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/kuki/MinuteSearch.html,2026-09-22
kuki,埼玉県,久喜市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/kuki/MinuteSearch.html,2026-09-22
kitamoto,埼玉県,北本市議会,ストーマ,3,,https://ssp.kaigiroku.net/tenant/kitamoto/MinuteSearch.html,2026-09-22
kitamoto,埼玉県,北本市議会,オストメイト,19,,https://ssp.kaigiroku.net/tenant/kitamoto/MinuteSearch.html,2026-09-22
kitamoto,埼玉県,北本市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/kitamoto/MinuteSearch.html,2026-09-22
kitamoto,埼玉県,北本市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/kitamoto/MinuteSearch.html,2026-09-22
yashio,埼玉県,八潮市議会,ストーマ,7,,https://ssp.kaigiroku.net/tenant/yashio/MinuteSearch.html,2026-09-22
yashio,埼玉県,八潮市議会,オストメイト,21,,https://ssp.kaigiroku.net/tenant/yashio/MinuteSearch.html,2026-09-22
yashio,埼玉県,八潮市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/yashio/MinuteSearch.html,2026-09-22
yashio,埼玉県,八潮市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/yashio/MinuteSearch.html,2026-09-22
fujimi,埼玉県,富士見市議会,ストーマ,2,,https://ssp.kaigiroku.net/tenant/fujimi/MinuteSearch.html,2026-09-22
fujimi,埼玉県,富士見市議会,オストメイト,40,,https://ssp.kaigiroku.net/tenant/fujimi/MinuteSearch.html,2026-09-22
fujimi,埼玉県,富士見市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/fujimi/MinuteSearch.html,2026-09-22
fujimi,埼玉県,富士見市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/fujimi/MinuteSearch.html,2026-09-22
misato,埼玉県,三郷市議会,ストーマ,10,,https://ssp.kaigiroku.net/tenant/misato/MinuteSearch.html,2026-09-22
misato,埼玉県,三郷市議会,オストメイト,31,,https://ssp.kaigiroku.net/tenant/misato/MinuteSearch.html,2026-09-22
misato,埼玉県,三郷市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/misato/MinuteSearch.html,2026-09-22
misato,埼玉県,三郷市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/misato/MinuteSearch.html,2026-09-22
hasuda,埼玉県,蓮田市議会,ストーマ,6,,https://ssp.kaigiroku.net/tenant/hasuda/MinuteSearch.html,2026-09-22
hasuda,埼玉県,蓮田市議会,オストメイト,20,,https://ssp.kaigiroku.net/tenant/hasuda/MinuteSearch.html,2026-09-22
hasuda,埼玉県,蓮田市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/hasuda/MinuteSearch.html,2026-09-22
hasuda,埼玉県,蓮田市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/hasuda/MinuteSearch.html,2026-09-22
sakado,埼玉県,坂戸市議会,ストーマ,4,,https://ssp.kaigiroku.net/tenant/sakado/MinuteSearch.html,2026-09-22
sakado,埼玉県,坂戸市議会,オストメイト,31,,https://ssp.kaigiroku.net/tenant/sakado/MinuteSearch.html,2026-09-22
sakado,埼玉県,坂戸市議会,蓄便袋,2,,https://ssp.kaigiroku.net/tenant/sakado/MinuteSearch.html,2026-09-22
sakado,埼玉県,坂戸市議会,蓄尿袋,2,,https://ssp.kaigiroku.net/tenant/sakado/MinuteSearch.html,2026-09-22
satte,埼玉県,幸手市議会,ストーマ,3,,https://ssp.kaigiroku.net/tenant/satte/MinuteSearch.html,2026-09-22
satte,埼玉県,幸手市議会,オストメイト,7,,https://ssp.kaigiroku.net/tenant/satte/MinuteSearch.html,2026-09-22
satte,埼玉県,幸手市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/satte/MinuteSearch.html,2026-09-22
satte,埼玉県,幸手市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/satte/MinuteSearch.html,2026-09-22
tsurugashima,埼玉県,鶴ヶ島市議会,ストーマ,7,,https://ssp.kaigiroku.net/tenant/tsurugashima/MinuteSearch.html,2026-09-22
tsurugashima,埼玉県,鶴ヶ島市議会,オストメイト,9,,https://ssp.kaigiroku.net/tenant/tsurugashima/MinuteSearch.html,2026-09-22
tsurugashima,埼玉県,鶴ヶ島市議会,蓄便袋,2,,https://ssp.kaigiroku.net/tenant/tsurugashima/MinuteSearch.html,2026-09-22
tsurugashima,埼玉県,鶴ヶ島市議会,蓄尿袋,2,,https://ssp.kaigiroku.net/tenant/tsurugashima/MinuteSearch.html,2026-09-22
saihidaka,埼玉県,日高市議会,ストーマ,2,,https://ssp.kaigiroku.net/tenant/saihidaka/MinuteSearch.html,2026-09-22
saihidaka,埼玉県,日高市議会,オストメイト,13,,https://ssp.kaigiroku.net/tenant/saihidaka/MinuteSearch.html,2026-09-22
saihidaka,埼玉県,日高市議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/saihidaka/MinuteSearch.html,2026-09-22
saihidaka,埼玉県,日高市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/saihidaka/MinuteSearch.html,2026-09-22
yoshikawa,埼玉県,吉川市議会,ストーマ,3,,https://ssp.kaigiroku.net/tenant/yoshikawa/MinuteSearch.html,2026-09-22
yoshikawa,埼玉県,吉川市議会,オストメイト,8,,https://ssp.kaigiroku.net/tenant/yoshikawa/MinuteSearch.html,2026-09-22
yoshikawa,埼玉県,吉川市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/yoshikawa/MinuteSearch.html,2026-09-22
yoshikawa,埼玉県,吉川市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/yoshikawa/MinuteSearch.html,2026-09-22
fujimino,埼玉県,ふじみ野市議会,ストーマ,11,,https://ssp.kaigiroku.net/tenant/fujimino/MinuteSearch.html,2026-09-22
fujimino,埼玉県,ふじみ野市議会,オストメイト,20,,https://ssp.kaigiroku.net/tenant/fujimino/MinuteSearch.html,2026-09-22
fujimino,埼玉県,ふじみ野市議会,蓄便袋,3,,https://ssp.kaigiroku.net/tenant/fujimino/MinuteSearch.html,2026-09-22
fujimino,埼玉県,ふじみ野市議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/fujimino/MinuteSearch.html,2026-09-22
shiraoka,埼玉県,白岡市議会,ストーマ,8,,https://ssp.kaigiroku.net/tenant/shiraoka/MinuteSearch.html,2026-09-22
shiraoka,埼玉県,白岡市議会,オストメイト,18,,https://ssp.kaigiroku.net/tenant/shiraoka/MinuteSearch.html,2026-09-22
shiraoka,埼玉県,白岡市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/shiraoka/MinuteSearch.html,2026-09-22
shiraoka,埼玉県,白岡市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/shiraoka/MinuteSearch.html,2026-09-22
inamachi,埼玉県,伊奈町議会,ストーマ,10,,https://ssp.kaigiroku.net/tenant/inamachi/MinuteSearch.html,2026-09-22
inamachi,埼玉県,伊奈町議会,オストメイト,6,,https://ssp.kaigiroku.net/tenant/inamachi/MinuteSearch.html,2026-09-22
inamachi,埼玉県,伊奈町議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/inamachi/MinuteSearch.html,2026-09-22
inamachi,埼玉県,伊奈町議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/inamachi/MinuteSearch.html,2026-09-22
miyoshi,埼玉県,三芳町議会,ストーマ,3,,https://ssp.kaigiroku.net/tenant/miyoshi/MinuteSearch.html,2026-09-22
miyoshi,埼玉県,三芳町議会,オストメイト,18,,https://ssp.kaigiroku.net/tenant/miyoshi/MinuteSearch.html,2026-09-22
miyoshi,埼玉県,三芳町議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/miyoshi/MinuteSearch.html,2026-09-22
miyoshi,埼玉県,三芳町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/miyoshi/MinuteSearch.html,2026-09-22
moroyama,埼玉県,毛呂山町議会,ストーマ,2,,https://ssp.kaigiroku.net/tenant/moroyama/MinuteSearch.html,2026-09-22
moroyama,埼玉県,毛呂山町議会,オストメイト,9,,https://ssp.kaigiroku.net/tenant/moroyama/MinuteSearch.html,2026-09-22
moroyama,埼玉県,毛呂山町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/moroyama/MinuteSearch.html,2026-09-22
moroyama,埼玉県,毛呂山町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/moroyama/MinuteSearch.html,2026-09-22
ogose,埼玉県,越生町議会,ストーマ,2,,https://ssp.kaigiroku.net/tenant/ogose/MinuteSearch.html,2026-09-22
ogose,埼玉県,越生町議会,オストメイト,10,,https://ssp.kaigiroku.net/tenant/ogose/MinuteSearch.html,2026-09-22
ogose,埼玉県,越生町議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/ogose/MinuteSearch.html,2026-09-22
ogose,埼玉県,越生町議会,蓄尿袋,2,,https://ssp.kaigiroku.net/tenant/ogose/MinuteSearch.html,2026-09-22
ogawa,埼玉県,小川町議会,ストーマ,0,,https://ssp.kaigiroku.net/tenant/ogawa/MinuteSearch.html,2026-09-22
ogawa,埼玉県,小川町議会,オストメイト,1,,https://ssp.kaigiroku.net/tenant/ogawa/MinuteSearch.html,2026-09-22
ogawa,埼玉県,小川町議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/ogawa/MinuteSearch.html,2026-09-22
ogawa,埼玉県,小川町議会,蓄尿袋,1,,https://ssp.kaigiroku.net/tenant/ogawa/MinuteSearch.html,2026-09-22
kawajima,埼玉県,川島町議会,ストーマ,4,,https://ssp.kaigiroku.net/tenant/kawajima/MinuteSearch.html,2026-09-22
kawajima,埼玉県,川島町議会,オストメイト,3,,https://ssp.kaigiroku.net/tenant/kawajima/MinuteSearch.html,2026-09-22
kawajima,埼玉県,川島町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/kawajima/MinuteSearch.html,2026-09-22
kawajima,埼玉県,川島町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/kawajima/MinuteSearch.html,2026-09-22
yoshimi,埼玉県,吉見町議会,ストーマ,6,,https://ssp.kaigiroku.net/tenant/yoshimi/MinuteSearch.html,2026-09-22
yoshimi,埼玉県,吉見町議会,オストメイト,12,,https://ssp.kaigiroku.net/tenant/yoshimi/MinuteSearch.html,2026-09-22
yoshimi,埼玉県,吉見町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/yoshimi/MinuteSearch.html,2026-09-22
yoshimi,埼玉県,吉見町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/yoshimi/MinuteSearch.html,2026-09-22
saimisato,埼玉県,美里町議会,ストーマ,1,,https://ssp.kaigiroku.net/tenant/saimisato/MinuteSearch.html,2026-09-22
saimisato,埼玉県,美里町議会,オストメイト,0,,https://ssp.kaigiroku.net/tenant/saimisato/MinuteSearch.html,2026-09-22
saimisato,埼玉県,美里町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/saimisato/MinuteSearch.html,2026-09-22
saimisato,埼玉県,美里町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/saimisato/MinuteSearch.html,2026-09-22
kamikawa,埼玉県,神川町議会,ストーマ,1,,https://ssp.kaigiroku.net/tenant/kamikawa/MinuteSearch.html,2026-09-22
kamikawa,埼玉県,神川町議会,オストメイト,2,,https://ssp.kaigiroku.net/tenant/kamikawa/MinuteSearch.html,2026-09-22
kamikawa,埼玉県,神川町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/kamikawa/MinuteSearch.html,2026-09-22
kamikawa,埼玉県,神川町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/kamikawa/MinuteSearch.html,2026-09-22
yorii,埼玉県,寄居町議会,ストーマ,8,,https://ssp.kaigiroku.net/tenant/yorii/MinuteSearch.html,2026-09-22
yorii,埼玉県,寄居町議会,オストメイト,16,,https://ssp.kaigiroku.net/tenant/yorii/MinuteSearch.html,2026-09-22
yorii,埼玉県,寄居町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/yorii/MinuteSearch.html,2026-09-22
yorii,埼玉県,寄居町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/yorii/MinuteSearch.html,2026-09-22
miyashiro,埼玉県,宮代町議会,ストーマ,-1,"Page.query_selector: Execution context was destroyed, most likely because of a navigation",https://ssp.kaigiroku.net/tenant/miyashiro/MinuteSearch.html,2026-09-22
miyashiro,埼玉県,宮代町議会,オストメイト,8,,https://ssp.kaigiroku.net/tenant/miyashiro/MinuteSearch.html,2026-09-22
miyashiro,埼玉県,宮代町議会,蓄便袋,1,,https://ssp.kaigiroku.net/tenant/miyashiro/MinuteSearch.html,2026-09-22
miyashiro,埼玉県,宮代町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/miyashiro/MinuteSearch.html,2026-09-22
sugito,埼玉県,杉戸町議会,ストーマ,5,,https://ssp.kaigiroku.net/tenant/sugito/MinuteSearch.html,2026-09-22
sugito,埼玉県,杉戸町議会,オストメイト,6,,https://ssp.kaigiroku.net/tenant/sugito/MinuteSearch.html,2026-09-22
sugito,埼玉県,杉戸町議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/sugito/MinuteSearch.html,2026-09-22
sugito,埼玉県,杉戸町議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/sugito/MinuteSearch.html,2026-09-22
choshi,千葉県,銚子市議会,ストーマ,0,,https://ssp.kaigiroku.net/tenant/choshi/MinuteSearch.html,2026-09-22
choshi,千葉県,銚子市議会,オストメイト,14,,https://ssp.kaigiroku.net/tenant/choshi/MinuteSearch.html,2026-09-22
choshi,千葉県,銚子市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/choshi/MinuteSearch.html,2026-09-22
choshi,千葉県,銚子市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/choshi/MinuteSearch.html,2026-09-22
tateyama,千葉県,館山市議会,ストーマ,16,,https://ssp.kaigiroku.net/tenant/tateyama/MinuteSearch.html,2026-09-22
tateyama,千葉県,館山市議会,オストメイト,34,,https://ssp.kaigiroku.net/tenant/tateyama/MinuteSearch.html,2026-09-22
tateyama,千葉県,館山市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/tateyama/MinuteSearch.html,2026-09-22
tateyama,千葉県,館山市議会,蓄尿袋,0,,https://ssp.kaigiroku.net/tenant/tateyama/MinuteSearch.html,2026-09-22
matsudo,千葉県,松戸市議会,ストーマ,24,,https://ssp.kaigiroku.net/tenant/matsudo/MinuteSearch.html,2026-09-22
matsudo,千葉県,松戸市議会,オストメイト,117,,https://ssp.kaigiroku.net/tenant/matsudo/MinuteSearch.html,2026-09-22
matsudo,千葉県,松戸市議会,蓄便袋,0,,https://ssp.kaigiroku.net/tenant/matsudo/MinuteSearch.html,2026-09-22
